,LCDV16,Model,family code,Plant,Usage,WORK CENTER,Item Number,Part Number,Revision Number,BreakDow,n Code,Part Name,Quantity,UOM,Usecase,SGR UTI,SGR FAB,Start Date,ECO Number,End Date,ECO Number TO,Operation Number,Workcenter,Supplier Name of Color ID,Supplier Name,Status,Description,Created On,Created by,Changed On,Changed By
0,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,338,9839191080,03,K7G09002,A08,BOLT M8 X 125 L30 ST10,2.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,,,,,,
1,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,344,9839373580,03,K7C09001,A02,HEX FLG CONICAL WASHER NUT M8 X 125 FLG,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,,,,,,
2,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,404,9845678980,00,K4B01024,,CLOSER RR SILL LH,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00QG9  02,Nirmiti Precision Pvt Ltd,,,,,,
3,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,534,9850713680,01,K4G01226,,BRACKET WLD,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00CDQ  01,Grupo Cosmos India Pvt Ltd,,,,,,
4,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,578,9855370680,00,K4G01002,F02,LH PASS CPT SIDE STIFFENER,1.0,EA,,,,2024-08-10,,2024-09-23 00:00:00,500000089624.0,80,BodyShop,A00CW9  02,PARACOAT PRODUCTS LTD,,,,,,
5,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,613,Z0A0032854,00,,,WINDSHIELD ADHESIVE,0.625,KG,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00CY6  01,Henkel Anand India Private Limited,,,,,,
6,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1256,9849493880,02,Z1B03004,A01,NUT H BSE M6X100 ST8 Z8FBR,2.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
7,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1260,9849505380,02,V5D01006,A01,NUT H FWN M8X125 ST8 ZNIFBR,1.0,EA,[B0F:RZ].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
8,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,2715,9836691080,04,K4G01143,,SIDE PASSENGER COMPARTMENT LH RR PART,1.0,EA,[DLP:01].[DXX:03]/[DLP:02],,,2024-10-24,500000090202.0,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-10-23,SF19466,,
9,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,2716,9836787080,04,K7E01009,,WELDED ASS FUEL FILLER CASE,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,,,,,,
10,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,2726,9838266280,10,K4G01002,,SIDE PASSENGER COMPARTMENT LH,1.0,EA,[DXX:03],,,2024-10-24,500000090202.0,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-10-23,SF19466,,
11,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3400,9860456280,00,K4F03002,D01,LH RR WHEEL ARCH DAMPER,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00CW9  02,PARACOAT PRODUCTS LTD,1.0,Released,2024-08-10,SF33770,,
12,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3425,9845703380,00,K4B01008,,SILL INNER RR LH,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,,,,,,
13,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3541,9837378880,02,K4F01088,,HOUSING LAMP RR LH ASS,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,,,,,,
14,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3723,9848894580,03,K4A01002,G08,LH FRT PILLAR OTR EXP INSERT,1.0,EA,,,,2024-08-10,,2025-03-25 00:00:00,500000089479.0,80,BodyShop,A00CY6  01,Henkel Anand India Private Limited,,,,,,
15,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3742,9852222980,00,K5D01042,,ASS RR FLAP INTAKE LH GUTTER LINING,1.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
16,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3744,9842549580,03,K4G01152,,ASS LH PASS CPT SIDE FRT LINING,1.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
17,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4099,9861633080,01,K4F07044,,INNER REAR QUARTER LH ASS,1.0,EA,[DLP:01].[DNF:15],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
18,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4229,9852223380,01,K5D01044,,ASS RR FLAP INTAKE LH GUTTER,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,80,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
19,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4462,9866162780,02,K4A05002,G03,LH RR PILLAR EXP INSERT,1.0,EA,"[DLP:01].[B0E:0H,0K].[DNF:15].[DXD:00]/[DLP:02].[DXD:00].[DNF:15]/[DLP:01].[DXD:04].[B0E:0H].[B0J:43].[DNF:15]/[B0J:A0].[DXD:04].[DLP:01].[B0E:0K].[DNF:15]/[DLP:02].[DXD:04].[DNF:15]",,,2024-09-23,500000089684.0,2025-03-31 00:00:00,500000089750.0,80,BodyShop,A00CY6  01,Henkel Anand India Private Limited,1.0,Released,2024-09-20,SE78207,,
20,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4546,Z0A0035234,00,,,Teroson EP 4580,0.26,KG,[DXD:04],,,2024-08-10,,2024-10-23 00:00:00,500000090195.0,80,BodyShop,A00CY6  01,Henkel Anand India Private Limited,1.0,Released,2024-08-10,SF33770,,
21,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4677,9849491880,03,N2E03011,A01,SCREW LCDX FWn M6X100 L15 ST8 Z8FBR FL,1.0,EA,[DXD:04]/[D6C:01].[DVB:09].[DXD:00],,,2024-11-05,500000090346.0,9999-12-31 00:00:00,,80,BodyShop,A00EW0  01,Stanley Engineered Fastening India,1.0,Released,2024-11-05,SF33770,,
22,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4710,9838329380,03,K4B01004,B01,RUBBER PLUG 35 MM DIA,1.0,EA,[DXD:04],,,2024-10-04,500000089831.0,2024-11-05 00:00:00,500000090325.0,80,BodyShop,A00C2B  01,Stanson Rubber Products,1.0,Released,2024-09-29,SD18364,,
23,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,105,9836787280,02,K4G01097,,REINFORCEMENT FIX STRIKER DOOR RR RH ASS,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00D05  01,SP Engineers Autotech India Pvt Ltd,,,,,,
24,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,117,9836824080,02,Z2R01001,,TRIANGLE WARNING,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,22478B  05,Uno Minda Limited,,,,,,
25,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,398,9844745880,01,K3B01101,,ASS LH FRT WING FRT SUPPORT,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00CDQ  01,Grupo Cosmos India Pvt Ltd,,,,,,
26,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,406,9845681580,00,K4B01023,,CLOSER RR SILL RH,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00QG9  02,Nirmiti Precision Pvt Ltd,,,,,,
27,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,420,9848884980,01,K4A01001,G10,EXPANSIVE INSERT LWR REINFORCER A-PILLAR,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00CY6  01,Henkel Anand India Private Limited,,,,,,
28,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,431,9849301580,02,K6A01018,D02,WINDSHIELD RACK LWR CROSSMEMBER DAMPER,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00CY6  01,Henkel Anand India Private Limited,,,,,,
29,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1283,9836691180,02,K4G01141,,SIDE PASSENGER COMPARTMENT RH RR PART,1.0,EA,[DLP:01].[DXX:03]/[DLP:02],,,2024-08-10,,2024-10-24 00:00:00,500000090202.0,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
30,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,2585,9836468880,06,K4G01140,,SIDE PASSENGER COMPARTMENT RH FRT PART,1.0,EA,[DXX:03],,,2024-10-24,500000090202.0,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-10-23,SF19466,,
31,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,2625,9849505080,02,R1A01001,A08,SCREW LDCX FWn M6X100 L20 ST8 Z8FNR FL,8.0,EA,[DLP:01].[DUX:50].[DXD:00]/[DLP:01].[DXD:04]/[DLP:02],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00EW0  01,Stanley Engineered Fastening India,1.0,Released,2024-08-10,SF33770,,
32,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3399,9860497480,00,K4F03001,D01,RH RR WHEEL ARCH DAMPER,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00CW9  02,PARACOAT PRODUCTS LTD,1.0,Released,2024-08-10,SF33770,,
33,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3542,9838917580,02,K4F01087,,HOUSING LAMP RR RH,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,,,,,,
34,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3743,9852223180,00,K5D01041,,LINING GUTTER RH TAILGATE APERTURE ASM,1.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
35,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3745,9842549780,02,K4G01151,,FRONT OUTER RING ASSY RH,1.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
36,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4098,9861680780,01,K4F07043,,INNER REAR QUARTER RH ASS,1.0,EA,[DLP:01].[DNF:15],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
37,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4230,9852223580,00,K5D01043,,ASS RR FLAP INTAKE RH GUTTER,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00BV6  01,JBM Auto Limited,1.0,Released,2024-08-10,SF33770,,
38,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4447,9861591180,02,K4C01050,,INNER CANTRAIL LH ASS,1.0,EA,[DLP:01].[DNF:15],,,2024-08-10,,9999-12-31 00:00:00,,90,BodyShop,A00CDQ  01,Grupo Cosmos India Pvt Ltd,1.0,Released,2024-08-10,SF33770,,
39,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4463,9866165380,02,K4A05001,G03,RH RR PILLAR EXP INSERT,1.0,EA,"[DLP:01].[B0E:0H,0K].[DNF:15].[DXD:00]/[DLP:02].[DXD:00].[DNF:15]/[DLP:01].[DXD:04].[B0E:0H].[B0J:43].[DNF:15]/[B0J:A0].[DXD:04].[DLP:01].[B0E:0K].[DNF:15]/[DLP:02].[DXD:04].[DNF:15]",,,2024-09-23,500000089684.0,2025-03-31 00:00:00,500000089750.0,90,BodyShop,A00CY6  01,Henkel Anand India Private Limited,1.0,Released,2024-09-20,SE78207,,
40,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,240,9838329280,03,K4B01024,B01,RUBBER PLUG 10.2 X 14.2 MM DIA,1.0,EA,,,,2024-09-28,500000089705.0,2024-11-19 00:00:00,500000090573.0,550,Fasteners,A00C2B  01,Stanson Rubber Products,,,,,,
41,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,250,9838329480,04,K2C03001,H01,RUBBER PLUG 14.2 MM DIA,3.0,EA,,,,2024-10-03,500000089814.0,2024-11-05 00:00:00,500000090196.0,550,Fasteners,A00C2B  01,Stanson Rubber Products,,,,,,
42,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,275,9839004980,02,K2B03021,B01,STICKER 40 DIA TESA,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,550,Fasteners,A00B7Q  01,Sun N Shade Sunvisors Pvt Ltd,,,,,,
43,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,282,9839005080,02,K2C05003,B01,STICKER 30 DIA TESA,2.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,550,Fasteners,A00B7Q  01,Sun N Shade Sunvisors Pvt Ltd,,,,,,
44,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,376,9840972480,02,E2501015,A01,DOG POINT BOLT M10 X 150 L25 ST10,2.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,550,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,,,,,,
45,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3381,9855397580,00,Z1C01001,A01,SCREW H EMB LFW LOCK M10X150 L65 ST10 ZN,12.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,550,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
46,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3500,9855397880,00,Z1C01001,A01,SCREW H EMB LFW LOCK M10X150 L90 ST10 ZN,4.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,550,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
47,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,692,9836783780,06,W2A17001,,SEAL APERTURE DOOR LH,1.0,EA,"[B0E:0H,0K].[DLP:01]/[DLP:02]",,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00C1C  01,ALP NISHIKAWA CO. PVT. LTD,1.0,Released,2024-08-10,SF33770,,
48,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1780,9803502380,01,F6617001,A10,$PLOT ELAST D20 E19 M6X100 IM16 L16,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-08-10,SF33770,,
49,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1782,9827470380,01,D3103014,A01,BOLT %XE BSE NC23 SB M10X150 L40 ST10 PT,4.0,EA,[B0F:RZ].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-08-10,SF33770,,
50,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1811,9840971780,01,F6617001,A02,ONE WAY CLIP HOLE MOUNTING - DIA 8,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00CX2  01,ARAYMOND INDIA PVT LTD,1.0,Released,2024-08-10,SF33770,,
51,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1812,9841021780,02,F6301004,A01,BRAKE PIPE CLIP 1 WAY- HOLE MOUNTED,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00CX2  01,ARAYMOND INDIA PVT LTD,1.0,Released,2024-08-10,SF33770,,
52,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1926,9849505580,02,F6617001,A10,NUT H BSE LOCK NM M8X125 ST8 Z8FBR,2.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
53,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1934,9850986980,00,F6617001,C01,BRACKET ELECTRICAL VACUUM PUMP,1.0,EA,[B0F:RZ],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00CDQ  01,Grupo Cosmos India Pvt Ltd,1.0,Released,2024-08-10,SF33770,,
54,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1935,9850987480,00,F6617001,C02,BRAKE VACUUM PUMP ACOUSTIC BRACKET,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,551,Fasteners,A00CDQ  01,Grupo Cosmos India Pvt Ltd,1.0,Released,2024-08-10,SF33770,,
55,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3823,9837851780,02,E1303001,A01,CIRCLIP AI 78 AC P2A,1.0,EA,,,,2024-08-10,,2024-10-28 00:00:00,500000089165.0,551,Fasteners,,,,,,,,
56,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,256,9838329580,02,K4G01141,B02,RUBBER PLUG 20 X 45 MM DIA,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,557,Fasteners,A00C2B  01,Stanson Rubber Products,,,,,,
57,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,292,9839005180,03,K3B01001,B06,STICKER 20 DIA TESA,1.0,EA,,,,2024-09-28,500000089704.0,2024-11-05 00:00:00,500000090330.0,557,Fasteners,A00B7Q  01,Sun N Shade Sunvisors Pvt Ltd,,,,,,
58,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4558,9843238180,01,X4A03049,A01,ST 4.8 X 1.6 L22 ST8 ZINC-ALU FLAKE LAME,1.0,EA,[DOR:03],,,2024-08-10,,9999-12-31 00:00:00,,557,Fasteners,A00EW0  01,Stanley Engineered Fastening India,1.0,Released,2024-08-10,SF33770,,
59,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,317,9839181680,02,N5A11001,A01,POM CLIP-GLASS MOUNTING,2.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,720,Fasteners,A00BQC  01,IFB Automotive private limited,,,,,,
60,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,370,9840970180,03,S1A03005,A01,ST 4.8 X 1.6 L13 ST8,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,720,Fasteners,A00EW0  01,Stanley Engineered Fastening India,,,,,,
61,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,472,9864118780,00,E1505001,A03,NUT H EMB FREIN NM M10X150 AC8 ZNIAL3,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,720,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,,,,,,
62,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4184,9854797880,02,Y2D09005,A02,SCREW H BSE 28 FWN M10X150 L30 ST10 Z08F,4.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,720,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,,,,,,
63,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1765,7903602377,01,D3103009,A01,SCREW HR EMB M12X175 L60 AC10 ZLVFGL CC,3.0,EA,[B0F:RZ].[DXD:04],,,2024-11-08,500000090390.0,9999-12-31 00:00:00,,560,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-11-06,SE78207,,
64,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,12,9637747280,00,E1101001,A01,FRT CRADLE FIX FRT NUT CAGE,2.0,EA,,,,2024-08-10,,2024-11-15 00:00:00,500000090455.0,570,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
65,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,35,9802777580,01,E4601001,A01,BOLT LDCX COATSC M12X175L30ST8 ZNIA3L,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,570,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
66,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,37,9817696980,05,E2103005,A01,BOLT % XE BSE FW26 M12X175 L45 ST12 TPCO,3.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,570,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
67,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,38,9823871080,00,U1A01001,A02,BOLT % H PW23 LS M10X150 G40 ST10 PT,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,570,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
68,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,514,9849932480,00,K2C05028,B01,$OBTURATEUR ETANCHEITE,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,570,Fasteners,A00C2B  01,Stanson Rubber Products,,,,,,
69,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3184,9632756580,03,F6307002,A01,TUBE GRAB CLIP - BRAKE FLEXIBLE,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,570,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
70,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,547,9851623280,01,K3C01002,A01,"RIVET BLI G 4,9 L22,7-18,4 RAL",2.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,580,Fasteners,A00EW0  01,Stanley Engineered Fastening India,,,,,,
71,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1809,9840971480,01,F6303002,A01,FLEX HOSE CLIP,4.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,580,Fasteners,A00BUL  01,HSI Automotives Private Limited,1.0,Released,2024-08-10,SF33770,,
72,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,596,Z0A0033720,00,,,Gardobond Additive H 7030,0.001,KG,,,,2024-11-29,500000090686.0,9999-12-31 00:00:00,,696,Fasteners,A00IUE  01,Chemetall India Pvt Ltd,,,,,,
73,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1058,9849493780,02,Z1A05001,A02,NUT H BSE M8X125 ST8 Z8FBR,2.0,EA,[DLP:01].[DXD:04],,,2024-09-10,500000089491.0,9999-12-31 00:00:00,,696,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-09-09,SD73800,,
74,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1257,9849504880,01,Z1C01001,A01,SCREW H BSE FWn  M6X100 L30 ST8 Z8FBR FL,3.0,EA,[DLP:01].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,696,Fasteners,A00DDZ  01,RIGHT TIGHT FASTNERS PVT. LTD.,1.0,Released,2024-08-10,SF33770,,
75,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1685,9841963280,01,X4A27001,A01,SCREW CAP,1.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,696,Fasteners,A00D06  02,SEKISUI DLJM MOLDING PVT.LTD,,,,,,
76,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3354,9683356780,01,Z1C15001,A01,$VIS H EMB M10X150 L35 AC10 ZLVFGL CC,1.0,EA,[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,696,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-08-10,SF33770,,
77,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4223,9859886980,01,E2401003,,RR WHEEL BUSH HUB,1.0,EA,[DQH:05],,,2024-08-10,,9999-12-31 00:00:00,,696,Fasteners,25818M  04,SUNDRAM FASTENERS LIMITED,1.0,Released,2024-08-10,SF33770,,
78,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,33,9685575580,02,R1A01001,A08,"RIVET AVE 4,8 D16 L16,5 ALU TAC",3.0,EA,,,,2024-08-10,,9999-12-31 00:00:00,,699,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,,,,,,
79,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,1223,7903233049,00,Z5U47006,A02,H FLANGED NUT M10X150 ST10 Z5FJR,4.0,EA,[B0F:RZ].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,699,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-08-10,SF33770,,
80,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3829,9650796380,04,E2401003,A01,RR WHEEL BUSH NUT,1.0,EA,[DQH:05].[DXD:04],,,2024-08-10,,9999-12-31 00:00:00,,699,Fasteners,2542065479,STELLANTIS AUTO SAS (PSA AUTOMOBILE,1.0,Released,2024-08-10,SF33770,,
81,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,3962,9866046480,00,N2D07009,,SPARE WHEEL STAKE,4.0,EA,[DRS:12]/[DRS:17],,,2024-08-10,,2024-11-11 00:00:00,500000090416.0,699,Fasteners,A00BEV  01,UKAY METAL INDUSTRIES PVT LTD,1.0,Released,2024-08-10,SF33770,,
82,1CSASUKRZFY0A0D0,c3,c3_ ice,PS02,1,1,4138,9852244480,03,X5C03006,,SOUND DEADENER LIFT JACK,1.0,EA,[DBX:04],,,2024-08-10,,2024-11-19 00:00:00,500000090376.0,699,Fasteners,A00BEV  01,UKAY METAL INDUSTRIES PVT LTD,1.0,Released,2024-08-10,SF33770,,
